state,district,constituency_code,constituency_name,role,elected_person,gender,party,terms_served,education,photo_source_url,declared_assets_inr,declared_liabilities_inr,criminal_cases_count,attendance_pct,questions_asked,lad_allocated_inr,lad_utilized_inr,bio
Maharashtra,Jalgaon,AC-MH-18,Pachora,MLA,Kishor Appa Patil,Male,Shiv Sena,2,Graduate,/assets/candidates/wiki_18.jpg,179000000,26814612,0,95,57,50000000,44500000,"Kishor Appa Patil is the elected MLA representing Pachora, Jalgaon, Maharashtra."
Maharashtra,Jalgaon,AC-MH-19,Jamner,MLA,Girish Mahajan,Male,Bharatiya Janata Party,4,Graduate,/assets/candidates/wiki_19.jpg,280000000,16049028,0,77,111,50000000,39500000,"Girish Mahajan is the elected MLA representing Jamner, Jalgaon, Maharashtra."
Maharashtra,Jalgaon,AC-MH-20,Muktainagar,MLA,Chandrakant Nimba Patil,Male,Independent,4,Graduate,/assets/candidates/myneta_20.jpg,559000000,60971048,0,78,52,50000000,42500000,"Chandrakant Nimba Patil is the elected MLA representing Muktainagar, Jalgaon, Maharashtra."
Maharashtra,Buldana,AC-MH-21,Malkapur,MLA,Rajesh Panditrao Ekade,Male,Indian National Congress,2,Graduate,/assets/candidates/myneta_21.jpg,40000000,2152111,0,89,55,50000000,43500000,"Rajesh Panditrao Ekade is the elected MLA representing Malkapur, Buldana, Maharashtra."
Maharashtra,Buldana,AC-MH-22,Buldhana,MLA,Sanjay Gaikwad,Male,Shiv Sena,3,Graduate,/assets/placeholder-avatar.svg,536000000,94698599,0,73,54,50000000,46500000,"Sanjay Gaikwad is the elected MLA representing Buldhana, Buldana, Maharashtra."
Maharashtra,Buldana,AC-MH-23,Chikhali,MLA,Shweta Mahale,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,284000000,41463995,0,92,49,50000000,45500000,"Shweta Mahale is the elected MLA representing Chikhali, Buldana, Maharashtra."
Maharashtra,Buldana,AC-MH-24,Sindkhed Raja,MLA,Rajendra Shingne,Male,Nationalist Congress Party,2,Graduate,/assets/candidates/myneta_24.jpg,157000000,20250900,0,82,79,50000000,42000000,"Rajendra Shingne is the elected MLA representing Sindkhed Raja, Buldana, Maharashtra."
Maharashtra,Buldana,AC-MH-25,Mehkar (SC),MLA,Sanjay Bhashkar Raimulkar,Male,Shiv Sena,2,Graduate,/assets/candidates/wiki_25.jpg,603000000,78672447,0,92,117,50000000,47500000,"Sanjay Bhashkar Raimulkar is the elected MLA representing Mehkar (SC), Buldana, Maharashtra."
Maharashtra,Buldana,AC-MH-26,Khamgaon,MLA,Akash Pandurang Fundkar,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_26.jpg,182000000,18005471,0,72,90,50000000,39000000,"Akash Pandurang Fundkar is the elected MLA representing Khamgaon, Buldana, Maharashtra."
Maharashtra,Buldana,AC-MH-27,Jalgaon (Jamod),MLA,Sanjay Shriram Kute,Male,Bharatiya Janata Party,1,Graduate,/assets/candidates/myneta_27.jpg,518000000,41405694,0,93,69,50000000,44500000,"Sanjay Shriram Kute is the elected MLA representing Jalgaon (Jamod), Buldana, Maharashtra."
Maharashtra,Akola,AC-MH-28,Akot,MLA,Prakash Gunvantrao Bharsakale,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_28.jpg,606000000,31238721,0,74,91,50000000,40500000,"Prakash Gunvantrao Bharsakale is the elected MLA representing Akot, Akola, Maharashtra."
Maharashtra,Akola,AC-MH-29,Balapur,MLA,Nitin Deshmukh,Male,Shiv Sena (Uddhav Balasaheb Thackeray),1,Graduate,/assets/candidates/wiki_29.jpg,627000000,68644641,0,82,40,50000000,41000000,"Nitin Deshmukh is the elected MLA representing Balapur, Akola, Maharashtra."
Maharashtra,Akola,AC-MH-30,Akola East,MLA,Randhir Pralhadrao Sawarkar,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_30.jpg,203000000,27253443,0,96,100,50000000,42500000,"Randhir Pralhadrao Sawarkar is the elected MLA representing Akola East, Akola, Maharashtra."
Maharashtra,Akola,AC-MH-31,Murtizapur (SC),MLA,Harish Marotiappa Pimple,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_31.jpg,644000000,127744050,0,79,28,50000000,44000000,"Harish Marotiappa Pimple is the elected MLA representing Murtizapur (SC), Akola, Maharashtra."
Maharashtra,Washim,AC-MH-32,Risod,MLA,Amit Subhashrao Zanak,Male,Indian National Congress,2,Graduate,/assets/candidates/myneta_32.jpg,527000000,48233799,0,85,109,50000000,41500000,"Amit Subhashrao Zanak is the elected MLA representing Risod, Washim, Maharashtra."
Maharashtra,Washim,AC-MH-33,Washim (SC),MLA,Lakhan Sahadeo Malik,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/wiki_33.jpg,205000000,29603691,0,72,48,50000000,42000000,"Lakhan Sahadeo Malik is the elected MLA representing Washim (SC), Washim, Maharashtra."
Maharashtra,Amravati,AC-MH-34,Dhamangaon Railway,MLA,Pratap Adsad,Male,Bharatiya Janata Party,1,Graduate,/assets/candidates/myneta_34.jpg,427000000,21754421,0,88,42,50000000,46500000,"Pratap Adsad is the elected MLA representing Dhamangaon Railway, Amravati, Maharashtra."
Maharashtra,Amravati,AC-MH-35,Badnera,MLA,Ravi Rana,Male,Independent,1,Graduate,/assets/candidates/ma_ravi_rana.jpg,439000000,43251783,0,92,77,50000000,38000000,"Ravi Rana is the elected MLA representing Badnera, Amravati, Maharashtra."
Maharashtra,Amravati,AC-MH-36,Amravati,MLA,Sulbha Sanjay Khodke,Male,Indian National Congress,1,Graduate,/assets/candidates/myneta_36.jpg,131000000,12423235,0,74,32,50000000,48000000,"Sulbha Sanjay Khodke is the elected MLA representing Amravati, Amravati, Maharashtra."
Maharashtra,Amravati,AC-MH-37,Teosa,MLA,Yashomati Chandrakant Thakur,Female,Indian National Congress,1,Graduate,/assets/candidates/myneta_37.jpg,372000000,47974683,0,81,117,50000000,39000000,"Yashomati Chandrakant Thakur is the elected MLA representing Teosa, Amravati, Maharashtra."
Maharashtra,Amravati,AC-MH-38,Melghat (ST),MLA,Rajkumar Dayaram Patel,Male,Prahar Janshakti Party,4,Graduate,/assets/candidates/myneta_38.jpg,534000000,104138780,0,81,92,50000000,41500000,"Rajkumar Dayaram Patel is the elected MLA representing Melghat (ST), Amravati, Maharashtra."
Maharashtra,Amravati,AC-MH-39,Achalpur,MLA,Bachchu Kadu,Male,Prahar Janshakti Party,3,Graduate,/assets/candidates/wiki_39.jpg,306000000,15781502,0,85,50,50000000,39500000,"Bachchu Kadu is the elected MLA representing Achalpur, Amravati, Maharashtra."
Maharashtra,Amravati,AC-MH-40,Morshi,MLA,Devendra Mahadevrao Bhuyar,Male,Independent,1,Graduate,/assets/candidates/myneta_40.jpg,632000000,49024123,0,89,115,50000000,40000000,"Devendra Mahadevrao Bhuyar is the elected MLA representing Morshi, Amravati, Maharashtra."
Maharashtra,Wardha,AC-MH-41,Arvi,MLA,Dadarao Keche,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/wiki_41.jpg,473000000,25861628,0,86,100,50000000,43000000,"Dadarao Keche is the elected MLA representing Arvi, Wardha, Maharashtra."
Maharashtra,Wardha,AC-MH-42,Deoli,MLA,Ranjit Prataprao Kamble,Male,Indian National Congress,2,Graduate,/assets/candidates/myneta_42.jpg,27000000,5036066,0,84,34,50000000,38500000,"Ranjit Prataprao Kamble is the elected MLA representing Deoli, Wardha, Maharashtra."
Maharashtra,Wardha,AC-MH-43,Hinganghat,MLA,Samir Trimbakrao Kunawar,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_43.jpg,391000000,59208303,0,94,79,50000000,47500000,"Samir Trimbakrao Kunawar is the elected MLA representing Hinganghat, Wardha, Maharashtra."
Maharashtra,Wardha,AC-MH-44,Wardha,MLA,Pankaj Rajesh Bhoyar,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_44.jpg,395000000,44603912,0,83,25,50000000,44000000,"Pankaj Rajesh Bhoyar is the elected MLA representing Wardha, Wardha, Maharashtra."
Maharashtra,Nagpur,AC-MH-45,Katol,MLA,Anil Deshmukh,Male,Nationalist Congress Party (Sharadchandra Pawar),1,Graduate,/assets/candidates/wiki_45.jpg,200000000,14032398,0,76,74,50000000,46000000,"Anil Deshmukh is the elected MLA representing Katol, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-46,Hingna,MLA,Sameer Meghe,Male,Bharatiya Janata Party,4,Graduate,/assets/candidates/sameer_meghe.jpg,440000000,36824745,0,74,38,50000000,41000000,"Sameer Meghe is the elected MLA representing Hingna, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-47,Nagpur South West,Chief Minister of Maharashtra,Devendra Fadnavis,Male,Bharatiya Janata Party,4,Graduate,/assets/candidates/ma_devendra_fadnavis.jpg,301000000,18794401,0,84,101,50000000,48500000,"Devendra Fadnavis is the elected MLA representing Nagpur South West, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-48,Nagpur South,MLA,Mohan Mate,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/wiki_48.jpg,137000000,21867869,0,92,120,50000000,40000000,"Mohan Mate is the elected MLA representing Nagpur South, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-49,Nagpur East,MLA,Krishna Khopde,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_49.jpg,419000000,36414532,0,86,43,50000000,38000000,"Krishna Khopde is the elected MLA representing Nagpur East, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-50,Nagpur Central,MLA,Vikas Kumbhare,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_50.jpg,170000000,9630963,0,90,35,50000000,43500000,"Vikas Kumbhare is the elected MLA representing Nagpur Central, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-51,Nagpur West,MLA,Vikas Pandurang Thakre,Male,Indian National Congress,4,Graduate,/assets/candidates/wiki_51.jpg,370000000,32319970,0,76,115,50000000,38500000,"Vikas Pandurang Thakre is the elected MLA representing Nagpur West, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-52,Nagpur North (SC),MLA,Nitin Raut,Male,Indian National Congress,2,Graduate,/assets/candidates/wiki_52.jpg,52000000,9155330,0,85,84,50000000,43000000,"Nitin Raut is the elected MLA representing Nagpur North (SC), Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-53,Kamthi,MLA,Tekchand Sawarkar,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_53.jpeg,598000000,48738776,0,85,99,50000000,47500000,"Tekchand Sawarkar is the elected MLA representing Kamthi, Nagpur, Maharashtra."
Maharashtra,Nagpur,AC-MH-54,Ramtek,MLA,Ashish Jaiswal,Male,Independent,1,Graduate,/assets/candidates/myneta_54.jpg,330000000,44929639,0,77,95,50000000,48000000,"Ashish Jaiswal is the elected MLA representing Ramtek, Nagpur, Maharashtra."
Maharashtra,Bhandara,AC-MH-55,Tumsar,MLA,Raju Manikrao Karemore,Male,Nationalist Congress Party,4,Graduate,/assets/placeholder-avatar.svg,468000000,33341915,0,87,106,50000000,44000000,"Raju Manikrao Karemore is the elected MLA representing Tumsar, Bhandara, Maharashtra."
Maharashtra,Bhandara,AC-MH-56,Bhandara (SC),MLA,Narendra Bhondekar,Male,Independent,4,Graduate,/assets/candidates/myneta_56.jpg,85000000,15937114,0,95,111,50000000,42500000,"Narendra Bhondekar is the elected MLA representing Bhandara (SC), Bhandara, Maharashtra."
Maharashtra,Bhandara,AC-MH-57,Sakoli,MLA,Nana Patole,Male,Indian National Congress,3,Graduate,/assets/candidates/wiki_57.jpg,599000000,32833266,0,81,73,50000000,42500000,"Nana Patole is the elected MLA representing Sakoli, Bhandara, Maharashtra."
Maharashtra,Gondia,AC-MH-58,Arjuni Morgaon (SC),MLA,Manohar Chandrikapure,Male,Nationalist Congress Party,3,Graduate,/assets/candidates/myneta_58.jpg,549000000,46127718,0,96,63,50000000,40500000,"Manohar Chandrikapure is the elected MLA representing Arjuni Morgaon (SC), Gondia, Maharashtra."
Maharashtra,Gondia,AC-MH-59,Tirora,MLA,Vijay Bharatlal Rahangdale,Male,Bharatiya Janata Party,1,Graduate,/assets/candidates/myneta_59.jpg,240000000,35464073,0,96,46,50000000,41000000,"Vijay Bharatlal Rahangdale is the elected MLA representing Tirora, Gondia, Maharashtra."
Maharashtra,Gondia,AC-MH-60,Gondiya,MLA,Vinod Agrawal,Male,Independent,2,Graduate,/assets/placeholder-avatar.svg,188000000,10225524,0,72,118,50000000,46000000,"Vinod Agrawal is the elected MLA representing Gondiya, Gondia, Maharashtra."
Maharashtra,Gondia,AC-MH-61,Amgaon (ST),MLA,Korote Sahasram Maroti,Male,Indian National Congress,3,Graduate,/assets/candidates/myneta_61.jpg,97000000,15133976,0,84,43,50000000,45500000,"Korote Sahasram Maroti is the elected MLA representing Amgaon (ST), Gondia, Maharashtra."
Maharashtra,Gadchiroli,AC-MH-62,Armori (ST),MLA,Krushna Gajbe,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_62.jpg,544000000,83897215,0,80,78,50000000,39000000,"Krushna Gajbe is the elected MLA representing Armori (ST), Gadchiroli, Maharashtra."
Maharashtra,Gadchiroli,AC-MH-63,Gadchiroli (ST),MLA,Dr.Deorao Madguji Holi,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,326000000,29212001,0,87,43,50000000,42500000,"Dr.Deorao Madguji Holi is the elected MLA representing Gadchiroli (ST), Gadchiroli, Maharashtra."
Maharashtra,Gadchiroli,AC-MH-64,Aheri (ST),MLA,Dharamraobaba Bhagwantrao Aatram,Male,Nationalist Congress Party,3,Graduate,/assets/candidates/myneta_64.jpg,35000000,2573673,0,80,83,50000000,44000000,"Dharamraobaba Bhagwantrao Aatram is the elected MLA representing Aheri (ST), Gadchiroli, Maharashtra."
Maharashtra,Chandrapur,AC-MH-65,Rajura,MLA,Subhash Dhote,Male,Indian National Congress,3,Graduate,/assets/placeholder-avatar.svg,633000000,80560100,0,84,81,50000000,39000000,"Subhash Dhote is the elected MLA representing Rajura, Chandrapur, Maharashtra."
Maharashtra,Chandrapur,AC-MH-66,Chandrapur (SC),MLA,Kishor Jorgewar,Male,Independent,3,Graduate,/assets/candidates/wiki_66.jpg,175000000,11918892,0,94,107,50000000,47500000,"Kishor Jorgewar is the elected MLA representing Chandrapur (SC), Chandrapur, Maharashtra."
Maharashtra,Chandrapur,AC-MH-67,Ballarpur,MLA,Sudhir Mungantiwar,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/wiki_67.jpg,186000000,15254918,0,86,104,50000000,48000000,"Sudhir Mungantiwar is the elected MLA representing Ballarpur, Chandrapur, Maharashtra."
Maharashtra,Chandrapur,AC-MH-68,Bramhapuri,MLA,Vijay Namdevrao Wadettiwar,Male,Indian National Congress,1,Graduate,/assets/candidates/wiki_68.jpg,493000000,87218114,0,95,117,50000000,41000000,"Vijay Namdevrao Wadettiwar is the elected MLA representing Bramhapuri, Chandrapur, Maharashtra."
Maharashtra,Chandrapur,AC-MH-69,Chimur,MLA,Bunty Bhangdiya,Male,Bharatiya Janata Party,4,Graduate,/assets/candidates/wiki_69.jpg,337000000,33648186,0,93,116,50000000,45500000,"Bunty Bhangdiya is the elected MLA representing Chimur, Chandrapur, Maharashtra."
Maharashtra,Yavatmal,AC-MH-70,Wani,MLA,Sanjivreddi Bapurao Bodkurwar,Male,Bharatiya Janata Party,1,Graduate,/assets/candidates/wiki_70.jpg,647000000,101968352,0,82,107,50000000,45500000,"Sanjivreddi Bapurao Bodkurwar is the elected MLA representing Wani, Yavatmal, Maharashtra."
Maharashtra,Yavatmal,AC-MH-71,Ralegaon (ST),MLA,Ashok Uike,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_71.jpeg,287000000,48835942,0,72,25,50000000,39000000,"Ashok Uike is the elected MLA representing Ralegaon (ST), Yavatmal, Maharashtra."
Maharashtra,Yavatmal,AC-MH-72,Yavatmal,MLA,Madan Madhukarrao Yerawar,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/wiki_72.jpg,326000000,40078243,0,95,44,50000000,40500000,"Madan Madhukarrao Yerawar is the elected MLA representing Yavatmal, Yavatmal, Maharashtra."
Maharashtra,Yavatmal,AC-MH-73,Digras,MLA,Sanjay Rathod,Male,Shiv Sena,4,Graduate,/assets/candidates/wiki_73.jpg,376000000,37975389,0,84,57,50000000,38000000,"Sanjay Rathod is the elected MLA representing Digras, Yavatmal, Maharashtra."
Maharashtra,Yavatmal,AC-MH-74,Arni (ST),MLA,Sandeep Dhurve,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_74.jpg,556000000,75620032,0,74,72,50000000,46500000,"Sandeep Dhurve is the elected MLA representing Arni (ST), Yavatmal, Maharashtra."
Maharashtra,Yavatmal,AC-MH-75,Pusad,MLA,Indranil Naik,Male,Nationalist Congress Party,1,Graduate,/assets/candidates/myneta_75.jpg,623000000,38203009,0,96,68,50000000,39500000,"Indranil Naik is the elected MLA representing Pusad, Yavatmal, Maharashtra."
Maharashtra,Yavatmal,AC-MH-76,Umarkhed (SC),MLA,Namdev Sasane,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/wiki_76.jpg,344000000,48898734,0,85,80,50000000,45500000,"Namdev Sasane is the elected MLA representing Umarkhed (SC), Yavatmal, Maharashtra."
Maharashtra,Nanded,AC-MH-77,Kinwat,MLA,Bhimrao Keram,Male,Bharatiya Janata Party,1,Graduate,/assets/candidates/myneta_77.jpg,239000000,30468363,0,90,54,50000000,45500000,"Bhimrao Keram is the elected MLA representing Kinwat, Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-78,Hadgaon,MLA,Jawalgaonkar Madhavrao Nivruttirao Patil,Male,Indian National Congress,1,Graduate,/assets/candidates/myneta_78.jpg,531000000,73326324,0,90,95,50000000,38000000,"Jawalgaonkar Madhavrao Nivruttirao Patil is the elected MLA representing Hadgaon, Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-79,Nanded North,MLA,Balaji Kalyankar,Male,Shiv Sena,1,Graduate,/assets/placeholder-avatar.svg,444000000,75021634,0,72,29,50000000,42000000,"Balaji Kalyankar is the elected MLA representing Nanded North, Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-80,Nanded South,MLA,Mohanrao Marotrao Hambarde,Male,Indian National Congress,1,Graduate,/assets/candidates/myneta_80.jpg,433000000,26570170,0,72,101,50000000,47000000,"Mohanrao Marotrao Hambarde is the elected MLA representing Nanded South, Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-81,Loha,MLA,Shyamsundar Dagdoji Shinde,Male,Peasants And Workers Party of India,2,Graduate,/assets/candidates/myneta_81.jpeg,395000000,39747787,0,73,40,50000000,46000000,"Shyamsundar Dagdoji Shinde is the elected MLA representing Loha, Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-82,Naigaon,MLA,Rajesh Pawar,Male,Bharatiya Janata Party,2,Graduate,/assets/placeholder-avatar.svg,405000000,80919811,0,89,104,50000000,39000000,"Rajesh Pawar is the elected MLA representing Naigaon, Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-83,Deglur (SC),MLA,Jitesh Antapurkar,Male,Indian National Congress,1,Graduate,/assets/candidates/wiki_83.jpg,454000000,51574011,0,84,89,50000000,41500000,"Jitesh Antapurkar is the elected MLA representing Deglur (SC), Nanded, Maharashtra."
Maharashtra,Nanded,AC-MH-84,Mukhed,MLA,Tushar Rathod,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_84.jpg,99000000,7147973,0,88,44,50000000,47000000,"Tushar Rathod is the elected MLA representing Mukhed, Nanded, Maharashtra."
Maharashtra,Hingoli,AC-MH-85,Basmath,MLA,Chandrakant Nawghare,Male,Nationalist Congress Party,2,Graduate,/assets/candidates/myneta_85.jpg,76000000,13506737,0,72,34,50000000,43500000,"Chandrakant Nawghare is the elected MLA representing Basmath, Hingoli, Maharashtra."
Maharashtra,Hingoli,AC-MH-86,Kalamnuri,MLA,Santosh Bangar,Male,Shiv Sena,4,Graduate,/assets/candidates/wiki_86.jpg,412000000,75924861,0,94,119,50000000,39000000,"Santosh Bangar is the elected MLA representing Kalamnuri, Hingoli, Maharashtra."
Maharashtra,Hingoli,AC-MH-87,Hingoli,MLA,Tanaji Sakharamji Mutkule,Male,Bharatiya Janata Party,3,Graduate,/assets/candidates/myneta_87.jpg,227000000,35814586,0,75,66,50000000,43000000,"Tanaji Sakharamji Mutkule is the elected MLA representing Hingoli, Hingoli, Maharashtra."
Maharashtra,Parbhani,AC-MH-88,Jintur,MLA,Meghna Sakore Bordikar,Male,Bharatiya Janata Party,2,Graduate,/assets/candidates/myneta_88.jpg,260000000,43266431,0,80,99,50000000,41000000,"Meghna Sakore Bordikar is the elected MLA representing Jintur, Parbhani, Maharashtra."
Maharashtra,Parbhani,AC-MH-89,Parbhani,MLA,Rahul Vedprakash Patil,Male,Shiv Sena (Uddhav Balasaheb Thackeray),3,Graduate,/assets/candidates/wiki_89.jpg,276000000,40781883,0,83,68,50000000,48000000,"Rahul Vedprakash Patil is the elected MLA representing Parbhani, Parbhani, Maharashtra."
Maharashtra,Parbhani,AC-MH-90,Gangakhed,MLA,Ratnakar Gutte,Male,Rashtriya Samaj Paksha,3,Graduate,/assets/candidates/wiki_90.jpg,482000000,54291376,0,80,64,50000000,42500000,"Ratnakar Gutte is the elected MLA representing Gangakhed, Parbhani, Maharashtra."
Maharashtra,Parbhani,AC-MH-91,Pathri,MLA,Suresh Warpudkar,Male,Indian National Congress,3,Graduate,/assets/candidates/myneta_91.jpg,127000000,11297635,0,74,82,50000000,45000000,"Suresh Warpudkar is the elected MLA representing Pathri, Parbhani, Maharashtra."
Maharashtra,Jalna,AC-MH-92,Partur,MLA,Babanrao Lonikar,Male,Bharatiya Janata Party,2,Graduate,/assets/placeholder-avatar.svg,521000000,80266969,0,75,86,50000000,43500000,"Babanrao Lonikar is the elected MLA representing Partur, Jalna, Maharashtra."
Maharashtra,Jalna,AC-MH-93,Ghansawangi,MLA,Rajesh Tope,Male,Nationalist Congress Party (Sharadchandra Pawar),3,Graduate,/assets/candidates/myneta_93.jpg,566000000,106385049,0,95,45,50000000,38000000,"Rajesh Tope is the elected MLA representing Ghansawangi, Jalna, Maharashtra."
